date,flow
09/01/2019 02:45,3.9377
09/01/2019 03:00,4.0823
09/01/2019 03:15,4.0823
09/01/2019 03:30,4.1046
09/01/2019 03:45,3.8821
09/01/2019 04:00,3.8487
09/01/2019 04:15,3.9377
09/01/2019 04:30,4.1046
09/01/2019 04:45,3.9933
09/01/2019 05:00,4.1935
09/01/2019 05:15,4.2825
09/01/2019 05:30,4.9055
09/01/2019 05:45,5.7286
09/01/2019 06:00,6.4405
09/01/2019 06:15,7.7086
09/01/2019 06:30,8.9878
09/01/2019 06:45,11.1012
09/01/2019 07:00,12.3359
09/01/2019 07:15,13.7152
09/01/2019 07:30,14.6385
09/01/2019 07:45,15.3504
09/01/2019 08:00,14.6274
09/01/2019 08:15,15.317
09/01/2019 08:30,15.1835
09/01/2019 08:45,13.9488
09/01/2019 09:00,14.1935
09/01/2019 09:15,13.1257
09/01/2019 09:30,12.9366
09/01/2019 09:45,12.4249
09/01/2019 10:00,12.0133
09/01/2019 10:15,12.5806
09/01/2019 10:30,13.0923
09/01/2019 10:45,12.525
09/01/2019 11:00,11.8687
09/01/2019 11:15,12.3582
09/01/2019 11:30,12.0578
09/01/2019 11:45,11.9244
09/01/2019 12:00,11.5017
09/01/2019 12:15,11.3014
09/01/2019 12:30,10.4894
09/01/2019 12:45,11.1235
09/01/2019 13:00,10.4561
09/01/2019 13:15,10.5228
09/01/2019 13:30,10.0779
09/01/2019 13:45,10.1891
09/01/2019 14:00,10.3337
09/01/2019 14:15,9.7887
09/01/2019 14:30,9.5439
09/01/2019 14:45,9.7442
09/01/2019 15:00,10.0779
09/01/2019 15:15,9.8776
09/01/2019 15:30,9.8554
09/01/2019 15:45,9.911
09/01/2019 16:00,10.3448
09/01/2019 16:15,10.6118
09/01/2019 16:30,11.2681
09/01/2019 16:45,11.2125
09/01/2019 17:00,10.8788
09/01/2019 17:15,12.1357
09/01/2019 17:30,12.5028
09/01/2019 17:45,12.9811
09/01/2019 18:00,13.5706
09/01/2019 18:15,13.1479
09/01/2019 18:30,13.4816
09/01/2019 18:45,13.1257
09/01/2019 19:00,14.0601
09/01/2019 19:15,13.1591
09/01/2019 19:30,12.4249
09/01/2019 19:45,12.3693
09/01/2019 20:00,11.8131
09/01/2019 20:15,12.9143
09/01/2019 20:30,11.7353
09/01/2019 20:45,12.0245
09/01/2019 21:00,11.5128
09/01/2019 21:15,10.7341
09/01/2019 21:30,10.4227
09/01/2019 21:45,9.2325
09/01/2019 22:00,8.8877
09/01/2019 22:15,9.733
09/01/2019 22:30,9.8888
09/01/2019 22:45,9.7442
09/01/2019 23:00,8.9321
09/01/2019 23:15,8.3092
09/01/2019 23:30,7.3749
09/01/2019 23:45,6.7853
10/01/2019 00:00,5.8398
10/01/2019 00:15,5.0612
10/01/2019 00:30,5.0389
10/01/2019 00:45,4.8832
10/01/2019 01:00,4.4939
10/01/2019 01:15,4.1824
10/01/2019 01:30,3.9377
10/01/2019 01:45,3.693
10/01/2019 02:00,3.7041
10/01/2019 02:15,3.6596
10/01/2019 02:30,3.4149
10/01/2019 02:45,3.4372
10/01/2019 03:00,3.426
